FECHA;HORA;CO_CENTENARIO;NO2_CENTENARIO;PM10_CENTENARIO;CO_CORDOBA;NO2_CORDOBA;PM10_CORDOBA;CO_LA_BOCA;NO2_LA_BOCA;PM10_LA_BOCA
20/07/2017;3;0,77;10;29;0,71;16;24;0,65;21;48
20/07/2017;4;0,67;10;29;0,67;14;24;0,59;18;48
20/07/2017;5;0,58;12;29;0,61;14;24;0,52;21;49
20/07/2017;6;0,51;16;30;0,58;19;25;0,48;27;49
20/07/2017;7;0,48;21;30;0,58;25;26;0,47;33;50
20/07/2017;8;0,49;23;30;0,6;30;26;0,51;33;51
20/07/2017;9;0,53;24;31;0,65;31;27;0,57;36;51
20/07/2017;10;0,59;26;31;0,71;31;27;0,64;33;50
20/07/2017;11;0,62;26;31;0,75;29;28;0,69;35;50
20/07/2017;12;0,66; ;33;0,8;32;29;0,75;39;51
20/07/2017;13;0,71; ;34;0,84;29;29;0,79;35;52
20/07/2017;14;0,71; ;34;0,86;31;30;0,83;40;53
20/07/2017;15;0,72;27;34;0,86;31;30;0,83;37;53
20/07/2017;16;0,71;32;34;0,85;29;30;0,83;43;53
20/07/2017;17;0,72;37;35;0,85;38;30;0,85;51;53
20/07/2017;18;0,74;40;35;0,86;43;31;0,91;57;54
20/07/2017;19;0,75;34;36;0,85;32;32;0,92;44;55
20/07/2017;20;0,78;34;36;0,86;34;33;0,91;45;56
20/07/2017;21;0,81;36;36;0,93;42;33;0,95;48;56
20/07/2017;22;0,88;37;37;1,01;42;34;0,99;49;57
20/07/2017;23;0,93;38;38;1,11;44;35;1,04;47;58
20/07/2017;24;0,95;36;39;1,2;42;36;1,08;47;59
21/07/2017;1;0,95;32;41;1,25;38;38;1,07;42;60
21/07/2017;2;0,92;30;42;1,27;36;40;1,01;39;61
21/07/2017;3;0,91;28;44;1,3;34;42;0,99;39;62
21/07/2017;4;0,88;28;46;1,3;33;43;0,97;38;64
21/07/2017;5;0,83;26;47;1,23;29;44;0,91;33;65
21/07/2017;6;0,75;23;48;1,17;28;45;0,84;29;66
21/07/2017;7;0,7;24;49;1,14;31;46;0,78;31;67
21/07/2017;8;0,7;25;50;1,14;35;47;0,72;28;67
21/07/2017;9;0,73;28;51;1,17;36;48;0,68;29;67
21/07/2017;10;0,74;32;52;1,2;44;49;0,65;34;67
21/07/2017;11;0,73;30;52;1,22;36;50;0,62;30;66
21/07/2017;12;0,71;30;51;1,25;31;49;0,57;30;64
21/07/2017;13;0,7;24;50;1,26;27;48;0,54;25;62
21/07/2017;14;0,7;20;48;1,24;20;47;0,5;21;60
21/07/2017;15;0,67;19;47;1,19;24;46;0,45;27;57
21/07/2017;16;0,63;22;45;1,13;25;46;0,42;29;56
21/07/2017;17;0,55;22;44;1,02;24;44;0,38;30;54
21/07/2017;18;0,5;28;42;0,94;29;43;0,36;34;51
21/07/2017;19;0,52;30;40;0,92;36;42;0,39;34;49
21/07/2017;20;0,55;30;39;0,91;32;41;0,42;32;47
21/07/2017;21;0,6;28;38;0,92;30;40;0,46;29;46
21/07/2017;22;0,65;28;37;0,9;26;39;0,49;27;45
21/07/2017;23;0,68;27;36;0,89;26;37;0,51;28;43
21/07/2017;24;0,68;27;34;0,82;23;35;0,51;22;41
22/07/2017;1;0,68;25;33;0,84;25;34;0,53;24;39
22/07/2017;2;0,65;17;32;0,82;17;32;0,53;20;37
22/07/2017;3;0,6;13;30;0,76;12;31;0,49;11;35
22/07/2017;4;0,53;13;28;0,7;13;29;0,46;11;33
22/07/2017;5;0,46;13;26;0,65;19;28;0,43;18;31
22/07/2017;6;0,4;14;25;0,64;19;26;0,43;22;29
22/07/2017;7;0,36;18;23;0,63;22;24;0,43;24;28
22/07/2017;8;0,35;21;21;0,67;21;23;0,45;25;26
22/07/2017;9;0,35;21;19;0,67;24;21;0,45;26;25
22/07/2017;10;0,35;18;18;0,68;20;20;0,46;29;24
22/07/2017;11;0,37;18;17;0,7;16;19;0,48;29;24
22/07/2017;12;0,39;16;17;0,7;11;19;0,51;28;25
22/07/2017;13;0,41;15;17;0,71;12;19;0,53;24;26
22/07/2017;14;0,44;19;18;0,7;11;19;0,55;25;26
22/07/2017;15;0,46;20;19;0,69;16;20;0,56;22;27
22/07/2017;16;0,47;19;19;0,66;12;20;0,57;23;28
22/07/2017;17;0,47;20;20;0,62;15;20;0,58;26;29
22/07/2017;18;0,47;24;21;0,61;21;20;0,61;35;30
22/07/2017;19;0,54;34;22;0,63;31;20;0,65;35;31
22/07/2017;20;0,59;33;23;0,67;33;21;0,7;34;32
22/07/2017;21;0,62;30;23;0,7;31;21;0,72;33;32
22/07/2017;22;0,65;29;24;0,72;35;21;0,73;31;32
22/07/2017;23;0,68;26;24;0,75;36;23;0,76;29;33
22/07/2017;24;0,69;24;24;0,78;33;24;0,77;22;34
23/07/2017;1;0,7;20;25;0,79;26;24;0,76;17;36
23/07/2017;2;0,7;17;25;0,79;21;25;0,74;20;37
23/07/2017;3;0,63;18;26;0,76;11;25;0,69;18;37
23/07/2017;4;0,57;14;26;0,71;12;26;0,62;12;38
23/07/2017;5;0,52;11;27;0,68;9;26;0,57;15;39
23/07/2017;6;0,47;16;27;0,66;14;26;0,53;26;39
23/07/2017;7;0,44;20;28;0,65;16;27;0,49;28;40
23/07/2017;8;0,42;20;28;0,66;18;27;0,47;34;41
23/07/2017;9;0,42;21;28;0,68;20;27;0,47;33;42
23/07/2017;10;0,43;20;28;0,7;20;27;0,46;27;42
23/07/2017;11;0,45;23;29;0,74;23;26;0,48;29;41
23/07/2017;12;0,48;23;28;0,81;31;26;0,5;26;41
23/07/2017;13;0,54;25;28;0,85;29;26;0,53;25;40
23/07/2017;14;0,57;20;28;0,93;32;27;0,57;32;40
23/07/2017;15;0,65;30;28;1,05;37;28;0,66;35;40
23/07/2017;16;0,71;34;30;1,16;43;30;0,75;39;42
23/07/2017;17;0,76;29;32;1,24;33;33;0,79;27;43
23/07/2017;18;0,78;27;33;1,28;28;34;0,82;25;44
23/07/2017;19;0,8;26;33;1,29;28;34;0,82;30;42
23/07/2017;20;0,82;28;32;1,29;30;33;0,82;28;42
23/07/2017;21;0,83;28;32;1,34;29;33;0,82;25;41
23/07/2017;22;0,88;28;32;1,36;30;33;0,81;28;42
23/07/2017;23;0,85;23;33;1,35;28;33;0,73;21;42
23/07/2017;24;0,78;13;33;1,31;22;33;0,62;12;42
24/07/2017;1;0,72;13;32;1,24;18;34;0,57;9;42
24/07/2017;2;0,67;7;32;1,2;15;34;0,52;7;41
24/07/2017;3;0,62;6;31;1,16;13;33;0,48;8;40
24/07/2017;4;0,54;6;30;1,11;14;33;0,44;16;39
24/07/2017;5;0,46;9;30;1,04;13;32;0,4;20;39
24/07/2017;6;0,37;17;29;0,95;16;32;0,37;21;38
24/07/2017;7;0,31;21;29;0,86;18;31;0,34;26;37
24/07/2017;8;0,3;22;28;0,82;29;31;0,34;25;36
24/07/2017;9;0,31;25;28;0,85;34;31;0,34;30;35
24/07/2017;10;0,34;26;27;0,93;40;31;0,35;31;34
24/07/2017;11;0,38;22;27;1,03;37;32;0,37;22;33
24/07/2017;12;0,41;20;27;1,14;36;33;0,38;19;33
24/07/2017;13;0,44;19;27;1,26;34;33;0,39;18;33
24/07/2017;14;0,47;22;26;1,37;37;32;0,4;23;32
24/07/2017;15;0,52;26;26;1,5;41;32;0,41;23;30
24/07/2017;16;0,54;20;24;1,55;36;31;0,42;17;26
24/07/2017;17;0,54;20;21;1,61;36;28;0,42;24;24
24/07/2017;18;0,55;24;20;1,65;39;28;0,43;27;23
24/07/2017;19;0,58;28;20;1,66;39;28;0,45;36;23
24/07/2017;20;0,61;27;20;1,65;38;28;0,47;37;23
24/07/2017;21;0,63;28;20;1,59;37;28;0,49;35;23
24/07/2017;22;0,64;30;20;1,48;27;28;0,5;32;22
24/07/2017;23;0,62;31;19;1,34;32;28;0,48;27;21
24/07/2017;24;0,62;29;18;1,23;33;26;0,46;23;20
25/07/2017;1;0,59;24;18;1,1;28;25;0,45;24;19
25/07/2017;2;0,56;23;18;0,97;29;24;0,43;23;18
25/07/2017;3;0,5;23;18;0,84;17;24;0,4;26;18
25/07/2017;4;0,45;24;18;0,72;15;25;0,37;32;19
25/07/2017;5;0,41;24;18;0,65;15;25;0,36;32;19
25/07/2017;6;0,36;25;18;0,62;18;25;0,37;26;20
25/07/2017;7;0,35;25;19;0,62;20;25;0,41;25;20
25/07/2017;8;0,37;28;19;0,66;29;24;0,43;27;20
25/07/2017;9;0,41;29;19;0,69;29;24;0,46;30;20
25/07/2017;10;0,44;27;19;0,71;24;24;0,48;28;20
25/07/2017;11;0,46;23;18;0,74;26;23;0,5;30;20
25/07/2017;12;0,47;22;18;0,79;27;22;0,52; ;20
25/07/2017;13;0,47;21;18;0,82;24;22;0,51; ;20
25/07/2017;14;0,48;15;18;0,87;23;21;0,47;26;21
25/07/2017;15;0,47;16;18;0,89;21;21;0,41;26;21
25/07/2017;16;0,45;17;17;0,88;22;20;0,37;25;21
25/07/2017;17;0,42;18;17;0,87;21;20;0,33;24;20
25/07/2017;18;0,4;19;16;0,88;22;19;0,3;25;20
25/07/2017;19;0,4;19;16;0,88;23;19;0,3;26;20
25/07/2017;20;0,41;21;15;0,85;20;18;0,3;26;20
25/07/2017;21;0,42;21;15;0,83;19;18;0,29;23;20
25/07/2017;22;0,44;21;15;0,8;22;17;0,28;25;20
25/07/2017;23;0,45;18;14;0,76;17;17;0,28;22;20
25/07/2017;24;0,45;13;14;0,73;14;17;0,27;15;19
26/07/2017;1;0,45;13;13;0,7;14;17;0,27;16;20
26/07/2017;2;0,44;9;13;0,66;10;17;0,27;12;20
26/07/2017;3;0,43;7;13;0,61;8;16;0,26;8;20
26/07/2017;4;0,41;6;13;0,58;8;16;0,26;9;19
26/07/2017;5;0,39;8;13;0,56;9;16;0,25;16;19
26/07/2017;6;0,37;10;13;0,54;12;16;0,26;21;19
26/07/2017;7;0,37;18;13;0,54;19;16;0,29;22;19
26/07/2017;8;0,4;23;13;0,57;24;16;0,33;24;19
26/07/2017;9;0,45;25;13;0,62;27;16;0,36;24;19
26/07/2017;10;0,52;26;13;0,7;31;16;0,38;24;19
26/07/2017;11;0,6;28;13;0,81;33;17;0,42;25;19
26/07/2017;12;0,66;27;14;0,97;35;18;0,45;25;19
26/07/2017;13;0,76;29;15;1,14;34;19;0,49;25;19
26/07/2017;14;0,84;30;17;1,31;36;20;0,52;33;20
26/07/2017;15;0,91;35;19;1,43;34;22;0,56;27;21
26/07/2017;16;0,95;30;21;1,57;38;25;0,56;23;22
26/07/2017;17;0,98;32;23;1,68;32;27;0,57;24;23
26/07/2017;18;1,01;28;24;1,75;32;28;0,59;24;24
26/07/2017;19;1,02;27;25;1,79;33;29;0,59;27;25
26/07/2017;20;1,06;26;26;1,73;30;29;0,62;27;25
26/07/2017;21;1,03;24;27;1,64;28;30;0,63;26;26
26/07/2017;22;1,02;22;28;1,55;28;31;0,64;23;26
26/07/2017;23;0,99;21;30;1,49;25;32;0,61;21;27
26/07/2017;24;0,98;20;31;1,38;25;34;0,61;19;28
27/07/2017;1;0,95;21;32;1,27;22;35;0,61;19;29
27/07/2017;2;0,88;21;33;1,16;17;35;0,59;19;30
27/07/2017;3;0,81;16;34;1,07;15;36;0,57;18;31
27/07/2017;4;0,74;14;34;1,02;15;36;0,5;15;31
27/07/2017;5;0,69;15;34;1,01;16;36;0,46;17;32
27/07/2017;6;0,67;16;35;1,06;20;37;0,42;18;33
27/07/2017;7;0,68;17;35;1,12;23;37;0,41;17;33
27/07/2017;8;0,69;19;36;1,24;27;38;0,42;17;34
27/07/2017;9;0,73;20;36;1,3;24;39;0,42;16;34
27/07/2017;10;0,75;18;37;1,36;19;40;0,45;21;35
27/07/2017;11;0,78;18;37;1,4;16;40;0,48;26;37
27/07/2017;12;0,82;18;37;1,43;17;40;0,52;28;38
27/07/2017;13;0,87; ;37;1,46;18;39;0,58;30;40
27/07/2017;14;0,85; ;36;1,44;21;38;0,62;23;41
27/07/2017;15;0,79; ;36;1,42;33;38;0,64;24;42
27/07/2017;16;0,74;24;35;1,37;43;36;0,66;27;42
27/07/2017;17;0,68;28;34;1,37;43;36;0,69;33;42
27/07/2017;18;0,68;31;34;1,4;43;36;0,75;35;44
27/07/2017;19;0,77;37;34;1,58;47;37;0,83;38;45
27/07/2017;20;0,83;34;34;1,7;43;39;0,87;36;47
27/07/2017;21;0,83;31;34;1,73;32;39;0,85;27;48
27/07/2017;22;0,85;28;34;1,72;26;39;0,82;20;48
27/07/2017;23;0,86;23;34;1,67;23;39;0,78;20;48
27/07/2017;24;0,85;18;33;1,68;27;38;0,75;21;47
28/07/2017;1;0,82;14;32;1,58;32;38;0,69;21;47
28/07/2017;2;0,77;14;32;1,46;26;38;0,58;25;47
28/07/2017;3;0,65;10;32;1,18;14;38;0,46;25;47
28/07/2017;4;0,54;9;32;0,98;11;39;0,37;22;47
28/07/2017;5;0,48;8;32;0,84;9;39;0,33;22;47
28/07/2017;6;0,43;9;32;0,75;10;39;0,31;28;47
28/07/2017;7;0,38;14;32;0,69;16;39;0,31;30;47
28/07/2017;8;0,36;18;32;0,55;21;38;0,32;31;48
28/07/2017;9;0,36;21;32;0,53;25;38;0,34;33;49
28/07/2017;10;0,38;23;33;0,54;24;37;0,38;32;50
28/07/2017;11;0,41;23;33;0,55;20;37;0,43;33;50
28/07/2017;12;0,45;25;33;0,57;22;37;0,49;34;50
28/07/2017;13;0,5;24;33;0,61;23;38;0,55;35;52
28/07/2017;14;0,54;25;34;0,64;22;39;0,6;34;52
28/07/2017;15;0,58;25;34;0,67;29;39;0,65;36;53
28/07/2017;16;0,61;28;34;0,68;30;38;0,68;38;54
28/07/2017;17;0,65;34;34;0,69;33;38;0,72;41;57
28/07/2017;18;0,7;42;34;0,7;42;37;0,77;45;57
28/07/2017;19;0,79;45;35;0,73;39;37;0,84;45;58
28/07/2017;20;0,89;44;35;0,74;33;36;0,87;41;59
28/07/2017;21;0,95;39;35;0,72;25;36;0,87;39;60
28/07/2017;22;0,95;26;35;0,71;22;36;0,84;38;61
28/07/2017;23;0,95;24;35;0,69;18;36;0,82;37;63
28/07/2017;24;0,94;21;36;0,67;18;36;0,83;37;64
29/07/2017;1;0,92;20;36;0,66;15;36;0,82;36;65
29/07/2017;2;0,86;19;36;0,64;14;36;0,77;34;65
29/07/2017;3;0,76;19;37;0,61;12;37;0,76;32;65
29/07/2017;4;0,62;17;37;0,59;13;37;0,69;33;66
29/07/2017;5;0,54;17;38;0,58;12;38;0,64;32;66
29/07/2017;6;0,51;19;38;0,57;14;38;0,62;26;66
29/07/2017;7;0,49;22;38;0,57;19;39;0,59;28;67
29/07/2017;8;0,49;28;39;0,57;22;39;0,56;32;67
29/07/2017;9;0,52;30;40;0,58;27;40;0,54;34;68
29/07/2017;10;0,53;26;40;0,59;27;41;0,51;28;68
29/07/2017;11;0,54;22;40;0,59;20;41;0,45;31;68
29/07/2017;12;0,56;22;41;0,6;22;42;0,48;30;68
29/07/2017;13;0,61;26;41;0,63;25;41;0,53;29;67
29/07/2017;14;0,66;28;41;0,65;24;41;0,58;30;67
29/07/2017;15;0,72;29;41;0,67;28;42;0,62;30;67
29/07/2017;16;0,76;34;42;0,69;28;41;0,63;29;67
29/07/2017;17;0,76;30;42;0,7;29;42;0,65;29;64
29/07/2017;18;0,82;34;43;0,72;33;42;0,69;33;63
29/07/2017;19;0,94;38;43;0,89;47;42;0,76;37;63
29/07/2017;20;0,96;26;44;1,03;35;44;0,75;24;63
29/07/2017;21;0,94;17;44;1,09;24;45;0,72;14;62
29/07/2017;22;0,92;16;44;1,13;23;46;0,67;13;61
29/07/2017;23;0,87;11;44;1,15;21;46;0,62;12;59
29/07/2017;24;0,81;10;43;1,17;20;46;0,58;8;58
30/07/2017;1;0,77;9;42;1,21;20;46;0,53;10;57
30/07/2017;2;0,69;9;42;1,23;21;46;0,46;9;56
30/07/2017;3;0,54;7;42;1,09;17;45;0,34;6;55
30/07/2017;4;0,47;5;41;0,97;15;45;0,3;5;54
30/07/2017;5;0,43;4;40;0,9;13;44;0,27;5;53
30/07/2017;6;0,38;5;39;0,84;13;43;0,25;7;52
30/07/2017;7;0,35;5;38;0,8;14;43;0,23;8;50
30/07/2017;8;0,33;6;37;0,78;15;42;0,22;7;49
30/07/2017;9;0,3;5;36;0,72;14;41;0,19;8;46
30/07/2017;10;0,29;7;34;0,68;15;39;0,17;7;44
30/07/2017;11;0,29;9;33;0,66;19;38;0,17;9;42
30/07/2017;12;0,29;10;31;0,68;18;36;0,17;7;39
30/07/2017;13;0,3;10;29;0,71;18;35;0,18;9;36
30/07/2017;14;0,32;11;27;0,77;19;34;0,19;9;33
30/07/2017;15;0,34;13;26;0,83;21;32;0,21;10;31
30/07/2017;16;0,36;12;24;0,91;23;31;0,22;7;28
30/07/2017;17;0,38;14;21;1,01;23;29;0,23;7;25
30/07/2017;18;0,39;12;19;1,11;24;27;0,24;8;22
30/07/2017;19;0,4;12;17;1,21;22;25;0,24;8;19
30/07/2017;20;0,41;14;14;1,29;23;22;0,25;12;15
30/07/2017;21;0,41;15;12;1,35;24;19;0,24;12;14
30/07/2017;22;0,41;15;11;1,39;24;18;0,24;11;12
30/07/2017;23;0,4;14;11;1,41;22;17;0,23;10;11
30/07/2017;24;0,39;12;10;1,41;19;16;0,23;9;11
31/07/2017;1;0,38;12;10;1,31;18;15;0,23;8;10
31/07/2017;2;0,37;9;9;1,18;15;14;0,22;5;10
31/07/2017;3;0,35;7;9;1,05;11;14;0,22;5;9
31/07/2017;4;0,34;6;9;0,92;12;13;0,21;4;9
31/07/2017;5;0,32;6;9;0,79;14;13;0,21;5;10
31/07/2017;6;0,31;10;9;0,67;19;13;0,21;7;10
31/07/2017;7;0,31;16;9;0,59;27;13;0,22;11;10
31/07/2017;8;0,34;20;10;0,54;32;14;0,24;21;10
31/07/2017;9;0,38;23;10;0,59;34;14;0,26;28;10
31/07/2017;10;0,42;25;10;0,67;37;15;0,29;28;10
31/07/2017;11;0,47;25;11;0,75;37;16;0,31;27;11
31/07/2017;12;0,51;25;12;0,83;33;17;0,33;23;12
01/08/2017;1;0,54;17;16;0,68;19;21;0,33;16;16
01/08/2017;2;0,53;14;16;0,68;16;21;0,31;9;16
01/08/2017;3;0,5;11;15;0,64;13;20;0,3;7;16
01/08/2017;4;0,47;11;15;0,6;14;20;0,29;9;16
01/08/2017;5;0,43;11;15;0,58;15;20;0,28;9;15
01/08/2017;6;0,39;13;15;0,58;18;19;0,26;16;15
01/08/2017;7;0,38;21;15;0,58;31;19;0,26;24;15
01/08/2017;8;0,4;24;15;0,67;38;19;0,27;27;15
01/08/2017;9;0,44;23;15;0,76;36;19;0,29;23;15
01/08/2017;10;0,48;23;14;0,86;36;19;0,32;24;15
01/08/2017;11;0,53;24;15;0,95;37;18;0,36;27;15
01/08/2017;12;0,56;24;14;1,04;33;18;0,38;22;14
01/08/2017;13;0,6;24;14;1,12;34;19;0,41;25;14
01/08/2017;14;0,64;25;14;1,23;32;19;0,44;25;15
01/08/2017;15;0,66;24;15;1,31;32;20;0,45;25;16
01/08/2017;16;0,65;26;15;1,28;25;20;0,44;24;15
01/08/2017;17;0,63;24;15;1,24;26;19;0,43;25;15
01/08/2017;18;0,62;23;14;1,19;27;18;0,43;25;14
01/08/2017;19;0,6;24;13;1,16;28;18;0,41;22;14
01/08/2017;20;0,62;28;13;1,13;32;18;0,39;27;14
01/08/2017;21;0,63;28;13;1,11;29;17;0,38;24;14
01/08/2017;22;0,63;28;13;1,04;31;18;0,38;30;14
01/08/2017;23;0,63;25;14;0,99;33;18;0,37;26;14
01/08/2017;24;0,62;24;14;0,95;27;18;0,35;19;15
02/08/2017;1;0,61;24;14;0,91;24;18;0,34;16;15
02/08/2017;2;0,59;20;14;0,87;23;19;0,33;20;15
02/08/2017;3;0,57;16;15;0,8;23;19;0,32;15;15
02/08/2017;4;0,52;16;15;0,74;24;20;0,3;12;15
02/08/2017;5;0,49;17;15;0,69;24;20;0,29;15;16
02/08/2017;6;0,46;23;15;0,67;28;20;0,28;27;16
02/08/2017;7;0,47;24;16;0,65;33;21;0,28;26;17
02/08/2017;8;0,53;26;16;0,77;39;21;0,34;23;17
02/08/2017;9;0,63;27;17;0,87;40;22;0,4;22;18
02/08/2017;10;0,73;28;18;0,99;45;23;0,43;25;19
02/08/2017;11;0,81;29;19;1,05;37;23;0,46;27;21
02/08/2017;12;0,86;26;19;1,14; ;24;0,48;27;21
02/08/2017;13;0,88;25;20;1,26; ;24;0,5;28;22
02/08/2017;14;0,89;22;20;1,34;31;24;0,51;26;22
02/08/2017;15;0,86;18;20;1,42;32;24;0,49;24;22
02/08/2017;16;0,79;22;19;1,39;33;25;0,43;23;22
02/08/2017;17;0,72;31;20;1,34;35;25;0,38;28;23
02/08/2017;18;0,66;33;21;1,28;36;25;0,37;31;24
02/08/2017;19;0,63;34;21;1,28;37;25;0,42;35;24
02/08/2017;20;0,65;34;21;1,25;35;25;0,46;34;26
02/08/2017;21;0,71;32;21;1,22;35;25;0,5;33;27
02/08/2017;22;0,79;34;21;1,19;37;24;0,53;30;27
02/08/2017;23;0,87;33;21;1,09;23;24;0,57;30;28
02/08/2017;24;0,91;28;21;0,99;23;23;0,63;30;28
03/08/2017;1;0,91;23;21;0,92;25;23;0,68;28;29
03/08/2017;2;0,91;27;21;0,84;16;23;0,7;28;29
03/08/2017;3;0,89;25;21;0,77;13;22;0,65;27;30
03/08/2017;4;0,9;26;21;0,75;20;22;0,66;28;30
03/08/2017;5;0,88;26;21;0,77;32;22;0,74;30;32
03/08/2017;6;0,84;26;22;0,81;33;22;0,83;33;34
03/08/2017;7;0,81;27;22;0,87;26;22;0,86;34;35
03/08/2017;8;0,86;30;22;0,95;34;21;0,89;39;36
03/08/2017;9;0,96;33;22;1,02;34;20;0,95;45;36
03/08/2017;10;1,04;37;22;1,12;38;18;1,02;51;37
03/08/2017;11;1,1;38;21;1,19;35;17;1,05;42;37
03/08/2017;12;1,08;30;22;1,21;30;16;1,01;33;38
03/08/2017;13;1,06;26;21;1,18;27;15;0,89;28;39
03/08/2017;14;1,03;25;21;1,13;25;14;0,76;32;40
03/08/2017;15;1,01;26;22;1,12;27;14;0,7;32;40
03/08/2017;16;0,93;24;23;1,09;31;14;0,63;32;42
03/08/2017;17;0,84;27;23;1,06;32;14;0,53;33;43
03/08/2017;18;0,78;31;23;1,01;37;14;0,46;36;44
03/08/2017;19;0,78;35;24;1,02;41;14;0,44;37;44
03/08/2017;20;0,84;37;25;1,02;41;14;0,5;40;44
03/08/2017;21;0,94;38;26;1,02;41;14;0,57;42;45
03/08/2017;22;1;38;27;1,04;41;14;0,63;45;46
03/08/2017;23;1,03;38;27;1,06;43; ;0,66;41;46
03/08/2017;24;1,06;34;28;1,03;35; ;0,69;40;47
04/08/2017;1;1,08;34;29;1;31; ;0,72;43;47
04/08/2017;2;1,06;34;29;0,96;27; ;0,7;36;47
04/08/2017;3;1,03;34;30;0,87;24; ;0,68;33;47
04/08/2017;4;0,95;36;31;0,8;17; ;0,6;28;47
04/08/2017;5;0,84;30;30;0,74;16; ;0,52;29;45
04/08/2017;6;0,79;29;28;0,68;16; ;0,48; ;44
04/08/2017;7;0,8;28;27;0,63;28; ;0,45; ;43
04/08/2017;8;0,87;31;26;0,64;34; ; ; ;42
04/08/2017;9;1,01;34;25;0,66;33; ; ; ;42
04/08/2017;10;1,13;38;23;0,7;34; ; ;43;41
04/08/2017;11;1,17;32;23;0,73;30; ; ;37;41
04/08/2017;12;1,21;29;22;0,74;24; ; ;30;41
04/08/2017;13;1,22;22;22;0,74;18; ; ;32;41
04/08/2017;14;1,2;15;21;0,72;15; ; ;32;40
04/08/2017;15;1,16;16;20;0,69;22; ;0,58;26;40
04/08/2017;16;1,05;15;20;0,66;31; ;0,55;27;39
04/08/2017;17;0,86;17;19;0,63;31; ;0,53;30;38
04/08/2017;18;0,72;20;18;0,59;28; ;0,49;35;37
04/08/2017;19;0,68;24;17;0,57;34; ;0,47;35;37
04/08/2017;20;0,66;29;16;0,61;34; ;0,53;38;36
04/08/2017;21;0,7;31;16;0,67;36; ;0,53;31;35
04/08/2017;22;0,73;27;15;0,75;35; ;0,53;31;34
04/08/2017;23;0,75;25;14;0,82;33; ;0,54;30;33
04/08/2017;24;0,78;25;13;0,8;23; ;0,54;22;32
05/08/2017;1;0,78;18;13;0,78;18; ;0,53;18;31
05/08/2017;2;0,77;15;13;0,76;23; ;0,49;13;31
05/08/2017;3;0,73;12;12;0,72;20; ;0,43;12;30
05/08/2017;4;0,67;9;11;0,66;16; ;0,35;10;29
05/08/2017;5;0,6;8;11;0,58;16;20;0,31;9;29
05/08/2017;6;0,54;11;11;0,51;15;19;0,28;12;29
05/08/2017;7;0,5;12;11;0,45;13;19;0,27;18;28
05/08/2017;8;0,47;15;12;0,44;15;18;0,27;24;28
05/08/2017;9;0,45;15;12;0,45;14;18;0,27;24;26
05/08/2017;10;0,45;13;12;0,46;12;17;0,28;25;25
05/08/2017;11;0,45;13;12;0,47;11;17;0,29;26;24
05/08/2017;12;0,47;13;12;0,47;8;16;0,31;26;24
05/08/2017;13;0,48;11;12;0,48;12;15;0,33;22;23
05/08/2017;14;0,5;11;12;0,48;14;15;0,34;18;23
05/08/2017;15;0,51;9;12;0,48;11;14;0,35;15;22
05/08/2017;16;0,51;10;12;0,46;13;14;0,36;14;21
05/08/2017;17;0,52;13;12;0,44;12;13;0,37;20;21
05/08/2017;18;0,54;19;12;0,44;22;13;0,39;21;21
05/08/2017;19;0,56;22;12;0,46;26;13;0,39;20;20
05/08/2017;20;0,59;19;12;0,47;20;12;0,4;14;19
05/08/2017;21;0,62;16;12;0,48;13;12;0,4;11;19
05/08/2017;22;0,64;17;11;0,5;14;12;0,4;15;18
05/08/2017;23;0,66;15;11;0,51;17;12;0,41;14;17
05/08/2017;24;0,67;14;11;0,51;14;12;0,42;12;18
06/08/2017;1;0,67;13;10;0,52;10;11;0,41;14;18
06/08/2017;2;0,66;12;10;0,52;8;11;0,41;16;18
06/08/2017;3;0,63;11;11;0,51;8;11;0,4;16;19
06/08/2017;4;0,6;10;11;0,51;7;11;0,39;11;19
06/08/2017;5;0,56;9;11;0,51;7;10;0,38;15;19
06/08/2017;6;0,54;10;11;0,51;9;10;0,37;13;19
06/08/2017;7;0,52;12;11;0,52;9;11;0,36;18;19
06/08/2017;8;0,51;12;11;0,56;12;11;0,36;21;19
06/08/2017;9;0,51;12;11;0,59;12;11;0,36;21;19
06/08/2017;10;0,51;10;11;0,6;10;11;0,36;17;19
06/08/2017;11;0,52;11;11;0,61;6;10;0,36;19;18
06/08/2017;12;0,54;11;11;0,61;9;10;0,38;19;17
06/08/2017;13;0,57;15;12;0,64;16;11;0,41;19;17
06/08/2017;14;0,61;21;12;0,67;21;11;0,43;19;17
06/08/2017;15;0,65;22;13;0,69;30;12;0,46;18;17
06/08/2017;16;0,69;28;14;0,71;25;13;0,49;20;18
06/08/2017;17;0,74;35;15;0,78;32;13;0,51;20;18
06/08/2017;18;0,78;38;16;0,86;38;14;0,52;25;18
06/08/2017;19;0,81;35;17;0,95;36;15;0,53;27;19
06/08/2017;20;0,86;35;18;1,05;34;15;0,57;25;19
06/08/2017;21;0,9;32;18;1,09;30;16;0,58;23;20
06/08/2017;22;0,91;31;19;1,14;31;16;0,58;22;20
06/08/2017;23;0,91;30;19;1,16;30;16;0,57;22;20
06/08/2017;24;0,89;26;19;1,15;22;16;0,54;20;20
07/08/2017;1;0,86;19;20;1,07;15;17;0,51;18;20
07/08/2017;2;0,81;18;20;1;16;18;0,48;17;20
07/08/2017;3;0,77;18;20;0,94;14;18;0,44;16;20
